id,title,slug,url,canonical_slug,review_required,ai_notes
1046,XT2 LX46,xt2-lx46-2,https://reyco.glvmarketing.ca/product/xt2-lx46-2/,xt2-lx46,N,R140 XT2 LX46 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing product (li
1045,XT1 LT42 IntelliPOWER,xt1-lt42-intellipower-4,https://reyco.glvmarketing.ca/product/xt1-lt42-intellipower-4/,xt1-lt42-intellipower,N,R141 XT1 LT42 IntelliPOWER — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existin
1043,XT1 LT42 IntelliPOWER,xt1-lt42-intellipower-3,https://reyco.glvmarketing.ca/product/xt1-lt42-intellipower-3/,xt1-lt42-intellipower,N,R143 XT1 LT42 IntelliPOWER — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existin
1042,XT1 LT42 IntelliPOWER,xt1-lt42-intellipower-2,https://reyco.glvmarketing.ca/product/xt1-lt42-intellipower-2/,xt1-lt42-intellipower,N,R144 XT1 LT42 IntelliPOWER — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existin
740,2025 Cub Cadet 17ARGBYNA10,2025-cub-cadet-17argbyna10-2,https://reyco.glvmarketing.ca/product/2025-cub-cadet-17argbyna10-2/,2025-cub-cadet-17argbyna10,N,R154 2025 Cub Cadet 17ARGBYNA10 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an ex
739,2026 Toro 77404,2026-toro-77404-3,https://reyco.glvmarketing.ca/product/2026-toro-77404-3/,2026-toro-77404,N,R155 2026 Toro 77404 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
730,2026 Toro 77404,2026-toro-77404-2,https://reyco.glvmarketing.ca/product/2026-toro-77404-2/,2026-toro-77404,N,R164 2026 Toro 77404 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
729,2026 Toro 22217,2026-toro-22217,https://reyco.glvmarketing.ca/product/2026-toro-22217/,2026-toro,Y,R165 2026 Toro 22217 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
727,XT1 LT50 FAB,2026-cub-cadet-13aqa1tla10-4,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13aqa1tla10-4/,2026-cub-cadet-13aqa1tla10,N,R167 XT1 LT50 FAB — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing product
726,XT1 LT50 FAB,2026-cub-cadet-13aqa1tla10-3,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13aqa1tla10-3/,2026-cub-cadet-13aqa1tla10,N,R168 XT1 LT50 FAB — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing product
725,XT1 LT46,2026-cub-cadet-13apa9tta10-6,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa9tta10-6/,2026-cub-cadet-13apa9tta10,N,R169 XT1 LT46 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing product (li
563,2026 Toro 75747,2026-toro-75747-7,https://reyco.glvmarketing.ca/product/2026-toro-75747-7/,2026-toro-75747,N,R170 2026 Toro 75747 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
562,2026 Cub Cadet 13APA1TNA10,2026-cub-cadet-13apa1tna10-4,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa1tna10-4/,2026-cub-cadet-13apa1tna10,N,R171 2026 Cub Cadet 13APA1TNA10 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an ex
561,2023 Mercury ME 15 ELPHPT PK 4S,2023-mercury-me-15-elphpt-pk-4s-2,https://reyco.glvmarketing.ca/product/2023-mercury-me-15-elphpt-pk-4s-2/,2023-mercury-me-15-elphpt-pk-4s,N,R172 2023 Mercury ME 15 ELPHPT PK 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of 
559,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-16,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-16/,2025-mercury-me-2-5mh-4s-tmc,N,R174 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
558,2025 Trailer X,2025-trailer-x-4,https://reyco.glvmarketing.ca/product/2025-trailer-x-4/,2025-trailer-x,N,R175 2025 Trailer X — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing produ
556,2025 Mercury ME 9.9MH 4S,2025-mercury-me-9-9mh-4s-7,https://reyco.glvmarketing.ca/product/2025-mercury-me-9-9mh-4s-7/,2025-mercury-me-9-9mh-4s,N,R177 2025 Mercury ME 9.9MH 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an exis
555,2026 Cub Cadet 13APA9TTA10,2026-cub-cadet-13apa9tta10-5,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa9tta10-5/,2026-cub-cadet-13apa9tta10,N,R178 2026 Cub Cadet 13APA9TTA10 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an ex
554,2023 Mercury 90 EXLPT CT,2023-mercury-90-exlpt-ct-2,https://reyco.glvmarketing.ca/product/2023-mercury-90-exlpt-ct-2/,2023-mercury-90-exlpt-ct,N,R179 2023 Mercury 90 EXLPT CT — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an exis
552,2022 Mercury ME 30 ELPT EFI 4S,2022-mercury-me-30-elpt-efi-4s-2,https://reyco.glvmarketing.ca/product/2022-mercury-me-30-elpt-efi-4s-2/,2022-mercury-me-30-elpt-efi-4s,N,R181 2022 Mercury ME 30 ELPT EFI 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of a
551,2025 Mercury ME 6MH,2025-mercury-me-6mh-10,https://reyco.glvmarketing.ca/product/2025-mercury-me-6mh-10/,2025-mercury-me-6mh,N,R182 2025 Mercury ME 6MH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing 
549,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-15,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-15/,2025-mercury-me-2-5mh-4s-tmc,N,R184 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
548,2026 Mercury 50 ELPT EFI CT,2026-mercury-50-elpt-efi-ct-2,https://reyco.glvmarketing.ca/product/2026-mercury-50-elpt-efi-ct-2/,2026-mercury-50-elpt-efi-ct,N,R185 2026 Mercury 50 ELPT EFI CT — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an e
547,2026 Cub Cadet 13APA1TEA10,2026-cub-cadet-13apa1tea10-8,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa1tea10-8/,2026-cub-cadet-13apa1tea10,N,R186 2026 Cub Cadet 13APA1TEA10 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an ex
546,2022 Mercury ME 20 MLH 4S,2022-mercury-me-20-mlh-4s-2,https://reyco.glvmarketing.ca/product/2022-mercury-me-20-mlh-4s-2/,2022-mercury-me-20-mlh-4s,N,R187 2022 Mercury ME 20 MLH 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an exi
545,2024 Mercury ME 50 ELPT 4S EFI,2024-mercury-me-50-elpt-4s-efi-4,https://reyco.glvmarketing.ca/product/2024-mercury-me-50-elpt-4s-efi-4/,2024-mercury-me-50-elpt-4s-efi,N,R188 2024 Mercury ME 50 ELPT 4S EFI — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of a
543,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-14,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-14/,2025-mercury-me-2-5mh-4s-tmc,N,R190 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
542,2026 Easy Hauler AL-PTDB2023,2026-easy-hauler-al-ptdb2023-4,https://reyco.glvmarketing.ca/product/2026-easy-hauler-al-ptdb2023-4/,2026-easy-hauler-al-ptdb2023,N,R191 2026 Easy Hauler AL-PTDB2023 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
541,2023 Mercury ME 3.5MH 4S TMC,2023-mercury-me-3-5mh-4s-tmc-5,https://reyco.glvmarketing.ca/product/2023-mercury-me-3-5mh-4s-tmc-5/,2023-mercury-me-3-5mh-4s-tmc,N,R192 2023 Mercury ME 3.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
540,2026 Toro 77283,2026-toro-77283-3,https://reyco.glvmarketing.ca/product/2026-toro-77283-3/,2026-toro-77283,N,R193 2026 Toro 77283 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
539,2023 Mercury ME 30 ELHPT EFI 4S,2023-mercury-me-30-elhpt-efi-4s-5,https://reyco.glvmarketing.ca/product/2023-mercury-me-30-elhpt-efi-4s-5/,2023-mercury-me-30-elhpt-efi-4s,N,R194 2023 Mercury ME 30 ELHPT EFI 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of 
538,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-13,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-13/,2025-mercury-me-2-5mh-4s-tmc,N,R195 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
537,2024 Trailer X,2024-trailer-x-2,https://reyco.glvmarketing.ca/product/2024-trailer-x-2/,2024-trailer-x,N,R196 2024 Trailer X — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing produ
535,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-12,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-12/,2025-mercury-me-2-5mh-4s-tmc,N,R198 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
534,26 Mercury ME 90ELPT 4S,26-mercury-me-90elpt-4s-4,https://reyco.glvmarketing.ca/product/26-mercury-me-90elpt-4s-4/,26-mercury-me-90elpt-4s,N,R199 26 Mercury ME 90ELPT 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an exist
533,XT1 LT42 IntelliPOWER,2026-cub-cadet-13a6a9ts596-7,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13a6a9ts596-7/,2026-cub-cadet-13a6a9ts596,Y,R200 XT1 LT42 IntelliPOWER — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existin
532,2025 Mercury ME 5MH,2025-mercury-me-5mh-4,https://reyco.glvmarketing.ca/product/2025-mercury-me-5mh-4/,2025-mercury-me-5mh,N,R201 2025 Mercury ME 5MH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing 
531,2026 Trailer X,2026-trailer-x-4,https://reyco.glvmarketing.ca/product/2026-trailer-x-4/,2026-trailer-x,N,R202 2026 Trailer X — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing produ
530,2026 Mercury ME 115XL PXS4S,2026-mercury-me-115xl-pxs4s-5,https://reyco.glvmarketing.ca/product/2026-mercury-me-115xl-pxs4s-5/,2026-mercury-me-115xl-pxs4s,N,R203 2026 Mercury ME 115XL PXS4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an e
529,2026 Toro 75747,2026-toro-75747-6,https://reyco.glvmarketing.ca/product/2026-toro-75747-6/,2026-toro-75747,N,R204 2026 Toro 75747 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
526,XT2 LX46,2026-cub-cadet-13apa1tna10-3,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa1tna10-3/,2026-cub-cadet-13apa1tna10,N,R207 XT2 LX46 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing product (li
524,2025 Toro 77507,2025-toro-77507,https://reyco.glvmarketing.ca/product/2025-toro-77507/,2025-toro,Y,R209 2025 Toro 77507 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
523,2026 Cub Cadet 13B6A9TTA10,2026-cub-cadet-13b6a9tta10-4,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13b6a9tta10-4/,2026-cub-cadet-13b6a9tta10,N,R210 2026 Cub Cadet 13B6A9TTA10 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an ex
521,2026 Mercury ME 115XL PXS4S,2026-mercury-me-115xl-pxs4s-4,https://reyco.glvmarketing.ca/product/2026-mercury-me-115xl-pxs4s-4/,2026-mercury-me-115xl-pxs4s,N,R212 2026 Mercury ME 115XL PXS4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an e
519,2025 Mercury 75 ELPT,2025-mercury-75-elpt-2,https://reyco.glvmarketing.ca/product/2025-mercury-75-elpt-2/,2025-mercury-75-elpt,N,R214 2025 Mercury 75 ELPT — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing
518,2026 Mercury 115 EXLPT PRO XS,2026-mercury-115-exlpt-pro-xs-3,https://reyco.glvmarketing.ca/product/2026-mercury-115-exlpt-pro-xs-3/,2026-mercury-115-exlpt-pro-xs,N,R215 2026 Mercury 115 EXLPT PRO XS — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an
516,2023 Mercury ME 9.9ELH 4S TMC,2023-mercury-me-9-9elh-4s-tmc-2,https://reyco.glvmarketing.ca/product/2023-mercury-me-9-9elh-4s-tmc-2/,2023-mercury-me-9-9elh-4s-tmc,N,R217 2023 Mercury ME 9.9ELH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an
515,2022 Mercury ME 8MH 4S TMC,2022-mercury-me-8mh-4s-tmc-2,https://reyco.glvmarketing.ca/product/2022-mercury-me-8mh-4s-tmc-2/,2022-mercury-me-8mh-4s-tmc,N,R218 2022 Mercury ME 8MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an ex
514,2025 Mercury ME 20 EH 4S,2025-mercury-me-20-eh-4s-2,https://reyco.glvmarketing.ca/product/2025-mercury-me-20-eh-4s-2/,2025-mercury-me-20-eh-4s,N,R219 2025 Mercury ME 20 EH 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an exis
512,2026 Cub Cadet 13A6A9TS596,2026-cub-cadet-13a6a9ts596-6,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13a6a9ts596-6/,2026-cub-cadet-13a6a9ts596,Y,R221 2026 Cub Cadet 13A6A9TS596 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an ex
511,2026 Toro 75747,2026-toro-75747-5,https://reyco.glvmarketing.ca/product/2026-toro-75747-5/,2026-toro-75747,N,R222 2026 Toro 75747 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
510,2026 Trailer X,2026-trailer-x-3,https://reyco.glvmarketing.ca/product/2026-trailer-x-3/,2026-trailer-x,N,R223 2026 Trailer X — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing produ
507,2026 Easy Hauler AL-PTDB2023,2026-easy-hauler-al-ptdb2023-3,https://reyco.glvmarketing.ca/product/2026-easy-hauler-al-ptdb2023-3/,2026-easy-hauler-al-ptdb2023,N,R226 2026 Easy Hauler AL-PTDB2023 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
506,2024 Mercury ME 6MLH,2024-mercury-me-6mlh-4,https://reyco.glvmarketing.ca/product/2024-mercury-me-6mlh-4/,2024-mercury-me-6mlh,N,R227 2024 Mercury ME 6MLH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing
505,2022 Easy Hauler AL-PTDB2026-TRI,2022-easy-hauler-al-ptdb2026-tri-5,https://reyco.glvmarketing.ca/product/2022-easy-hauler-al-ptdb2026-tri-5/,2022-easy-hauler-al-ptdb2026-tri,N,R228 2022 Easy Hauler AL-PTDB2026-TRI — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of
503,2026 Toro 77503,2026-toro-77503,https://reyco.glvmarketing.ca/product/2026-toro-77503/,2026-toro,Y,R230 2026 Toro 77503 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
502,2025 Mercury ME 5MH,2025-mercury-me-5mh-3,https://reyco.glvmarketing.ca/product/2025-mercury-me-5mh-3/,2025-mercury-me-5mh,N,R231 2025 Mercury ME 5MH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing 
500,2022 Easy Hauler AL-PTDB2026-TRI,2022-easy-hauler-al-ptdb2026-tri-4,https://reyco.glvmarketing.ca/product/2022-easy-hauler-al-ptdb2026-tri-4/,2022-easy-hauler-al-ptdb2026-tri,N,R233 2022 Easy Hauler AL-PTDB2026-TRI — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of
499,XT1 LT46,2026-cub-cadet-13apa9tta10-4,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa9tta10-4/,2026-cub-cadet-13apa9tta10,N,R234 XT1 LT46 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing product (li
498,2026 Mercury 115 EXLPT PRO XS,2026-mercury-115-exlpt-pro-xs-2,https://reyco.glvmarketing.ca/product/2026-mercury-115-exlpt-pro-xs-2/,2026-mercury-115-exlpt-pro-xs,N,R235 2026 Mercury 115 EXLPT PRO XS — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an
496,2025 Mercury ME 60 ELHPT CT 4S,2025-mercury-me-60-elhpt-ct-4s-2,https://reyco.glvmarketing.ca/product/2025-mercury-me-60-elhpt-ct-4s-2/,2025-mercury-me-60-elhpt-ct-4s,N,R237 2025 Mercury ME 60 ELHPT CT 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of a
495,2024 Mercury ME 6MLH,2024-mercury-me-6mlh-3,https://reyco.glvmarketing.ca/product/2024-mercury-me-6mlh-3/,2024-mercury-me-6mlh,N,R238 2024 Mercury ME 6MLH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing
494,2023 Mercury ME 3.5MH 4S TMC,2023-mercury-me-3-5mh-4s-tmc-4,https://reyco.glvmarketing.ca/product/2023-mercury-me-3-5mh-4s-tmc-4/,2023-mercury-me-3-5mh-4s-tmc,N,R239 2023 Mercury ME 3.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
493,2021 Mercury ME 5 MH LPG 4S,2021-mercury-me-5-mh-lpg-4s-2,https://reyco.glvmarketing.ca/product/2021-mercury-me-5-mh-lpg-4s-2/,2021-mercury-me-5-mh-lpg-4s,N,R240 2021 Mercury ME 5 MH LPG 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an e
492,2024 Mercury ME 50 ELPT 4S EFI,2024-mercury-me-50-elpt-4s-efi-3,https://reyco.glvmarketing.ca/product/2024-mercury-me-50-elpt-4s-efi-3/,2024-mercury-me-50-elpt-4s-efi,N,R241 2024 Mercury ME 50 ELPT 4S EFI — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of a
491,XT1 LT50 FAB,2026-cub-cadet-13aqa1tla10-2,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13aqa1tla10-2/,2026-cub-cadet-13aqa1tla10,N,R242 XT1 LT50 FAB — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing product
490,2023 Mercury 115 Pro XS,2023-mercury-115-pro-xs-2,https://reyco.glvmarketing.ca/product/2023-mercury-115-pro-xs-2/,2023-mercury-115-pro-xs,N,R243 2023 Mercury 115 Pro XS — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an exist
489,2025 Trailer X,2025-trailer-x-3,https://reyco.glvmarketing.ca/product/2025-trailer-x-3/,2025-trailer-x,N,R244 2025 Trailer X — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing produ
488,2023 Mercury ME 30 ELHPT EFI 4S,2023-mercury-me-30-elhpt-efi-4s-4,https://reyco.glvmarketing.ca/product/2023-mercury-me-30-elhpt-efi-4s-4/,2023-mercury-me-30-elhpt-efi-4s,N,R245 2023 Mercury ME 30 ELHPT EFI 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of 
486,2023 Mercury ME 20 MLH 4S,2023-mercury-me-20-mlh-4s-2,https://reyco.glvmarketing.ca/product/2023-mercury-me-20-mlh-4s-2/,2023-mercury-me-20-mlh-4s,N,R247 2023 Mercury ME 20 MLH 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an exi
