id,title,slug,url,canonical_slug,review_required,ai_notes
485,2025 Mercury ME 6MH,2025-mercury-me-6mh-9,https://reyco.glvmarketing.ca/product/2025-mercury-me-6mh-9/,2025-mercury-me-6mh,N,R248 2025 Mercury ME 6MH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing 
484,2021 Mercury ME 2.5MH 4S TMC,2021-mercury-me-2-5mh-4s-tmc-2,https://reyco.glvmarketing.ca/product/2021-mercury-me-2-5mh-4s-tmc-2/,2021-mercury-me-2-5mh-4s-tmc,N,R249 2021 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
483,2026 Cub Cadet 13APA1TEA10,2026-cub-cadet-13apa1tea10-7,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa1tea10-7/,2026-cub-cadet-13apa1tea10,N,R250 2026 Cub Cadet 13APA1TEA10 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an ex
481,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-11,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-11/,2025-mercury-me-2-5mh-4s-tmc,N,R252 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
479,2023 Mercury ME 30 ELHPT EFI 4S,2023-mercury-me-30-elhpt-efi-4s-3,https://reyco.glvmarketing.ca/product/2023-mercury-me-30-elhpt-efi-4s-3/,2023-mercury-me-30-elhpt-efi-4s,N,R254 2023 Mercury ME 30 ELHPT EFI 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of 
477,2025 Mercury ME 6MH,2025-mercury-me-6mh-8,https://reyco.glvmarketing.ca/product/2025-mercury-me-6mh-8/,2025-mercury-me-6mh,N,R256 2025 Mercury ME 6MH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing 
476,2026 Toro 77404,2026-toro-77404,https://reyco.glvmarketing.ca/product/2026-toro-77404/,2026-toro,Y,R257 2026 Toro 77404 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
474,2023 Mercury ME 3.5MH 4S TMC,2023-mercury-me-3-5mh-4s-tmc-3,https://reyco.glvmarketing.ca/product/2023-mercury-me-3-5mh-4s-tmc-3/,2023-mercury-me-3-5mh-4s-tmc,N,R259 2023 Mercury ME 3.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
473,26 Mercury ME 90ELPT 4S,26-mercury-me-90elpt-4s-3,https://reyco.glvmarketing.ca/product/26-mercury-me-90elpt-4s-3/,26-mercury-me-90elpt-4s,N,R260 26 Mercury ME 90ELPT 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an exist
471,2025 Mercury ME 6MH,2025-mercury-me-6mh-7,https://reyco.glvmarketing.ca/product/2025-mercury-me-6mh-7/,2025-mercury-me-6mh,N,R262 2025 Mercury ME 6MH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing 
470,2026 Toro 77283,2026-toro-77283-2,https://reyco.glvmarketing.ca/product/2026-toro-77283-2/,2026-toro-77283,N,R263 2026 Toro 77283 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
469,2026 Cub Cadet 13APA1TEA10,2026-cub-cadet-13apa1tea10-6,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa1tea10-6/,2026-cub-cadet-13apa1tea10,N,R264 2026 Cub Cadet 13APA1TEA10 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an ex
468,2024 Mercury ME 25 ELHPT EFI 4S,2024-mercury-me-25-elhpt-efi-4s-2,https://reyco.glvmarketing.ca/product/2024-mercury-me-25-elhpt-efi-4s-2/,2024-mercury-me-25-elhpt-efi-4s,N,R265 2024 Mercury ME 25 ELHPT EFI 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of 
466,2026 Cub Cadet 13A6A9TS596,2026-cub-cadet-13a6a9ts596-5,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13a6a9ts596-5/,2026-cub-cadet-13a6a9ts596,Y,R267 2026 Cub Cadet 13A6A9TS596 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an ex
465,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-10,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-10/,2025-mercury-me-2-5mh-4s-tmc,N,R268 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
464,2025 Mercury ME 9.9MH 4S,2025-mercury-me-9-9mh-4s-6,https://reyco.glvmarketing.ca/product/2025-mercury-me-9-9mh-4s-6/,2025-mercury-me-9-9mh-4s,N,R269 2025 Mercury ME 9.9MH 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an exis
462,2026 Mercury ME 115XL PXS4S,2026-mercury-me-115xl-pxs4s-3,https://reyco.glvmarketing.ca/product/2026-mercury-me-115xl-pxs4s-3/,2026-mercury-me-115xl-pxs4s,N,R270 2026 Mercury ME 115XL PXS4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an e
460,2026 Easy Hauler AL-PTDB2023,2026-easy-hauler-al-ptdb2023-2,https://reyco.glvmarketing.ca/product/2026-easy-hauler-al-ptdb2023-2/,2026-easy-hauler-al-ptdb2023,N,R271 2026 Easy Hauler AL-PTDB2023 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
459,XT1 LT46,2026-cub-cadet-13apa9tta10-3,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa9tta10-3/,2026-cub-cadet-13apa9tta10,N,R272 XT1 LT46 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing product (li
458,XT1 LT46,2026-cub-cadet-13apa9tta10-2,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa9tta10-2/,2026-cub-cadet-13apa9tta10,N,R273 XT1 LT46 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing product (li
455,XT1 LT46 IntelliPOWER,2026-cub-cadet-13b6a9tta10-3,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13b6a9tta10-3/,2026-cub-cadet-13b6a9tta10,N,R276 XT1 LT46 IntelliPOWER — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existin
454,2026 Trailer X,2026-trailer-x-2,https://reyco.glvmarketing.ca/product/2026-trailer-x-2/,2026-trailer-x,N,R277 2026 Trailer X — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing produ
453,2025 Trailer X,2025-trailer-x-2,https://reyco.glvmarketing.ca/product/2025-trailer-x-2/,2025-trailer-x,N,R278 2025 Trailer X — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing produ
449,XT1 LT46 IntelliPOWER,2026-cub-cadet-13b6a9tta10-2,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13b6a9tta10-2/,2026-cub-cadet-13b6a9tta10,N,R281 XT1 LT46 IntelliPOWER — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existin
447,2024 Mercury ME 6MLH,2024-mercury-me-6mlh-2,https://reyco.glvmarketing.ca/product/2024-mercury-me-6mlh-2/,2024-mercury-me-6mlh,N,R283 2024 Mercury ME 6MLH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing
446,2026 Toro 75747,2026-toro-75747-4,https://reyco.glvmarketing.ca/product/2026-toro-75747-4/,2026-toro-75747,N,R284 2026 Toro 75747 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
444,2023 Mercury ME 3.5MH 4S TMC,2023-mercury-me-3-5mh-4s-tmc-2,https://reyco.glvmarketing.ca/product/2023-mercury-me-3-5mh-4s-tmc-2/,2023-mercury-me-3-5mh-4s-tmc,N,R286 2023 Mercury ME 3.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
443,2026 Toro 77501,2026-toro-77501,https://reyco.glvmarketing.ca/product/2026-toro-77501/,2026-toro,Y,R287 2026 Toro 77501 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
442,XT2 LX46,2026-cub-cadet-13apa1tna10-2,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa1tna10-2/,2026-cub-cadet-13apa1tna10,N,R288 XT2 LX46 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing product (li
441,XT2 LX42,2026-cub-cadet-13apa1tea10-5,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa1tea10-5/,2026-cub-cadet-13apa1tea10,N,R289 XT2 LX42 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing product (li
440,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-9,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-9/,2025-mercury-me-2-5mh-4s-tmc,N,R290 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
439,2025 Mercury ME 9.9MH 4S,2025-mercury-me-9-9mh-4s-4,https://reyco.glvmarketing.ca/product/2025-mercury-me-9-9mh-4s-4/,2025-mercury-me-9-9mh-4s,N,R291 2025 Mercury ME 9.9MH 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an exis
437,2025 Mercury ME 9.9MH 4S,2025-mercury-me-9-9mh-4s-3,https://reyco.glvmarketing.ca/product/2025-mercury-me-9-9mh-4s-3/,2025-mercury-me-9-9mh-4s,N,R293 2025 Mercury ME 9.9MH 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an exis
436,2025 Mercury ME 6MH,2025-mercury-me-6mh-6,https://reyco.glvmarketing.ca/product/2025-mercury-me-6mh-6/,2025-mercury-me-6mh,N,R294 2025 Mercury ME 6MH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing 
435,2025 Mercury ME 6MH,2025-mercury-me-6mh-5,https://reyco.glvmarketing.ca/product/2025-mercury-me-6mh-5/,2025-mercury-me-6mh,N,R295 2025 Mercury ME 6MH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing 
433,2026 Mercury ME 115XL PXS4S,2026-mercury-me-115xl-pxs4s-2,https://reyco.glvmarketing.ca/product/2026-mercury-me-115xl-pxs4s-2/,2026-mercury-me-115xl-pxs4s,N,R296 2026 Mercury ME 115XL PXS4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an e
431,2025 Mercury ME 5MH,2025-mercury-me-5mh-2,https://reyco.glvmarketing.ca/product/2025-mercury-me-5mh-2/,2025-mercury-me-5mh,N,R298 2025 Mercury ME 5MH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing 
429,2025 Toro 77502,2025-toro-77502,https://reyco.glvmarketing.ca/product/2025-toro-77502/,2025-toro,Y,R300 2025 Toro 77502 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
427,2025 Mercury ME 6MH,2025-mercury-me-6mh-4,https://reyco.glvmarketing.ca/product/2025-mercury-me-6mh-4/,2025-mercury-me-6mh,N,R302 2025 Mercury ME 6MH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing 
423,XT2 LX42,2026-cub-cadet-13apa1tea10-4,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa1tea10-4/,2026-cub-cadet-13apa1tea10,N,R306 XT2 LX42 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing product (li
422,2026 Toro 77283,2026-toro-77283,https://reyco.glvmarketing.ca/product/2026-toro-77283/,2026-toro,Y,R307 2026 Toro 77283 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
420,2026 Toro 72504,2026-toro-72504,https://reyco.glvmarketing.ca/product/2026-toro-72504/,2026-toro,Y,R309 2026 Toro 72504 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
419,2022 Easy Hauler AL-PTDB2026-TRI,2022-easy-hauler-al-ptdb2026-tri-3,https://reyco.glvmarketing.ca/product/2022-easy-hauler-al-ptdb2026-tri-3/,2022-easy-hauler-al-ptdb2026-tri,N,R310 2022 Easy Hauler AL-PTDB2026-TRI — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of
417,XT2 LX42,2026-cub-cadet-13apa1tea10-3,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa1tea10-3/,2026-cub-cadet-13apa1tea10,N,R312 XT2 LX42 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing product (li
416,2022 Easy Hauler AL-PTDB2026-TRI,2022-easy-hauler-al-ptdb2026-tri-2,https://reyco.glvmarketing.ca/product/2022-easy-hauler-al-ptdb2026-tri-2/,2022-easy-hauler-al-ptdb2026-tri,N,R313 2022 Easy Hauler AL-PTDB2026-TRI — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of
413,2023 Mercury ME 30 ELHPT EFI 4S,2023-mercury-me-30-elhpt-efi-4s-2,https://reyco.glvmarketing.ca/product/2023-mercury-me-30-elhpt-efi-4s-2/,2023-mercury-me-30-elhpt-efi-4s,N,R316 2023 Mercury ME 30 ELHPT EFI 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of 
405,XT2 LX42,2026-cub-cadet-13apa1tea10-2,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13apa1tea10-2/,2026-cub-cadet-13apa1tea10,N,R324 XT2 LX42 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing product (li
396,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-8,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-8/,2025-mercury-me-2-5mh-4s-tmc,N,R333 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
392,26 Mercury ME 90ELPT 4S,26-mercury-me-90elpt-4s-2,https://reyco.glvmarketing.ca/product/26-mercury-me-90elpt-4s-2/,26-mercury-me-90elpt-4s,N,R337 26 Mercury ME 90ELPT 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an exist
391,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-7,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-7/,2025-mercury-me-2-5mh-4s-tmc,N,R338 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
389,2026 Toro 75747,2026-toro-75747-3,https://reyco.glvmarketing.ca/product/2026-toro-75747-3/,2026-toro-75747,N,R340 2026 Toro 75747 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
388,2024 Mercury ME 50 ELPT 4S EFI,2024-mercury-me-50-elpt-4s-efi-2,https://reyco.glvmarketing.ca/product/2024-mercury-me-50-elpt-4s-efi-2/,2024-mercury-me-50-elpt-4s-efi,N,R341 2024 Mercury ME 50 ELPT 4S EFI — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of a
386,XT1 LT42 IntelliPOWER,2026-cub-cadet-13a6a9ts596-4,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13a6a9ts596-4/,2026-cub-cadet-13a6a9ts596,Y,R343 XT1 LT42 IntelliPOWER — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existin
379,2025 Mercury ME 9.9MH 4S,2025-mercury-me-9-9mh-4s-2,https://reyco.glvmarketing.ca/product/2025-mercury-me-9-9mh-4s-2/,2025-mercury-me-9-9mh-4s,N,R349 2025 Mercury ME 9.9MH 4S — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an exis
378,2026 Toro 75747,2026-toro-75747-2,https://reyco.glvmarketing.ca/product/2026-toro-75747-2/,2026-toro-75747,N,R350 2026 Toro 75747 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
376,2025 Mercury ME 6MH,2025-mercury-me-6mh-3,https://reyco.glvmarketing.ca/product/2025-mercury-me-6mh-3/,2025-mercury-me-6mh,N,R352 2025 Mercury ME 6MH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing 
375,2025 Mercury ME 6MH,2025-mercury-me-6mh-2,https://reyco.glvmarketing.ca/product/2025-mercury-me-6mh-2/,2025-mercury-me-6mh,N,R353 2025 Mercury ME 6MH — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing 
373,XT1 LT42 IntelliPOWER,2026-cub-cadet-13a6a9ts596-2,https://reyco.glvmarketing.ca/product/2026-cub-cadet-13a6a9ts596-2/,2026-cub-cadet-13a6a9ts596,Y,R355 XT1 LT42 IntelliPOWER — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existin
372,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-6,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-6/,2025-mercury-me-2-5mh-4s-tmc,N,R356 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
370,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-5,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-5/,2025-mercury-me-2-5mh-4s-tmc,N,R358 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
369,2026 Toro 75747,2026-toro-75747,https://reyco.glvmarketing.ca/product/2026-toro-75747/,2026-toro,Y,R359 2026 Toro 75747 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
368,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-4,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-4/,2025-mercury-me-2-5mh-4s-tmc,N,R360 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
367,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-3,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-3/,2025-mercury-me-2-5mh-4s-tmc,N,R361 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
365,2025 Mercury ME 2.5MH 4S TMC,2025-mercury-me-2-5mh-4s-tmc-2,https://reyco.glvmarketing.ca/product/2025-mercury-me-2-5mh-4s-tmc-2/,2025-mercury-me-2-5mh-4s-tmc,N,R363 2025 Mercury ME 2.5MH 4S TMC — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an 
267,Cannon Uni-Troll 5,cannon-uni-troll-5,https://reyco.glvmarketing.ca/product/cannon-uni-troll-5/,cannon-uni-troll,Y,R459 Cannon Uni-Troll 5 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing p
266,Cannon Uni-Troll 10,cannon-uni-troll-10,https://reyco.glvmarketing.ca/product/cannon-uni-troll-10/,cannon-uni-troll,Y,R460 Cannon Uni-Troll 10 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing 
264,Cannon Magnum 5,cannon-magnum-5,https://reyco.glvmarketing.ca/product/cannon-magnum-5/,cannon-magnum,Y,R462 Cannon Magnum 5 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing prod
263,Cannon Magnum 10,cannon-magnum-10,https://reyco.glvmarketing.ca/product/cannon-magnum-10/,cannon-magnum,Y,R463 Cannon Magnum 10 — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated variant of an existing pro
249,"Minn Kota Riptide Terrova QUEST 90/115 — 100""",minn-kota-riptide-terrova-quest-90-115-100,https://reyco.glvmarketing.ca/product/minn-kota-riptide-terrova-quest-90-115-100/,minn-kota-riptide-terrova-quest-90-115,Y,R477 Minn Kota Riptide Terrova QUEST 90/115 — — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated va
248,"Minn Kota Riptide Terrova QUEST 90/115 — 87""",minn-kota-riptide-terrova-quest-90-115-87,https://reyco.glvmarketing.ca/product/minn-kota-riptide-terrova-quest-90-115-87/,minn-kota-riptide-terrova-quest-90-115,Y,R478 Minn Kota Riptide Terrova QUEST 90/115 — — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated va
247,"Minn Kota Riptide Terrova QUEST 90/115 — 72""",minn-kota-riptide-terrova-quest-90-115-72,https://reyco.glvmarketing.ca/product/minn-kota-riptide-terrova-quest-90-115-72/,minn-kota-riptide-terrova-quest-90-115,Y,R479 Minn Kota Riptide Terrova QUEST 90/115 — — DUPLICATE PRODUCT — slug has '-N' suffix indicating WP auto-generated va
